,ParentAirline,Airline,AircraftType,Current,Future,Historic,Total,Orders,UnitCost,TotalCost(Current),AverageAge,Region
542,Copa Airlines,Copa Airlines,Boeing 737,76.0,1.0,33.0,110.0,65.0,$74,"$5,622",6.3, South America
543,Copa Airlines,Copa Airlines Colombia,Boeing 737,1.0,,,1.0,,$74,$74,17.2, South America
544,Copa Airlines,Copa Airlines,Embraer ERJ-190,12.0,,3.0,15.0,,$46,$554,9.7, South America
545,Copa Airlines,Copa Airlines Colombia,Embraer ERJ-190,9.0,,5.0,14.0,,$46,$416,9.2, South America
546,Delta Airlines,Delta Airlines,Airbus A310,,,30.0,30.0,,$75,$0,, North America
547,Delta Airlines,Delta Airlines,Airbus A319,57.0,,,57.0,,$90,"$5,107",14.8, North America
548,Delta Airlines,Delta Airlines,Airbus A320,69.0,,,69.0,,$98,"$6,762",21.8, North America
549,Delta Airlines,Delta Airlines,Airbus A321,14.0,6.0,,20.0,67.0,$115,"$1,609",0.4, North America
550,Delta Airlines,Delta Airlines,Airbus A330,40.0,2.0,,42.0,27.0,$240,"$9,600",9.4, North America
551,Delta Airlines,Delta Airlines,Airbus A350 XWB,,1.0,,1.0,25.0,$312,$0,, North America
552,Delta Airlines,Delta Airlines,Boeing 717,91.0,,,91.0,,$37,"$3,367",15.2, North America
553,Delta Airlines,Delta Airlines,Boeing 727,,,7.0,7.0,,$4,$0,, North America
554,Delta Airlines,Delta Airlines,Boeing 737,154.0,9.0,106.0,269.0,56.0,$74,"$11,393",9.2, North America
555,Delta Airlines,Delta Airlines,Boeing 747,7.0,,29.0,36.0,,$316,"$2,211",25.5, North America
556,Delta Airlines,Delta Airlines,Boeing 757,128.0,,78.0,206.0,,$73,"$9,280",19.5, North America
557,Delta Airlines,Delta Airlines,Boeing 767,85.0,,39.0,124.0,,$187,"$15,887",19.8, North America
558,Delta Airlines,Delta Airlines,Boeing 777,18.0,,1.0,19.0,,$295,"$5,302",11.9, North America
559,Delta Airlines,Delta Airlines,Boeing 787 Dreamliner,,,,,18.0,$265,$0,, North America
560,Delta Airlines,Delta Airlines,Bombardier CS100,,,,,75.0,$72,$0,, North America
561,Delta Airlines,Endeavor Air,Canadair CRJ-100 Series,53.0,,87.0,140.0,,$32,"$1,688",12.7, North America
562,Delta Airlines,Endeavor Air,Canadair CRJ-900,81.0,,1.0,82.0,,$46,"$3,726",5.9, North America
563,Delta Airlines,Delta Airlines,Embraer ERJ-190,11.0,,2.0,13.0,,$46,$508,10.2, North America
564,Delta Airlines,Delta Airlines,McDonnell Douglas DC-10,,,14.0,14.0,,$145,$0,, North America
565,Delta Airlines,Delta Airlines,McDonnell Douglas DC-8,,,42.0,42.0,,$6,$0,, North America
566,Delta Airlines,Delta Airlines,McDonnell Douglas DC-9,,,162.0,162.0,,$45,$0,, North America
567,Delta Airlines,Delta Airlines,McDonnell Douglas MD-11,,,17.0,17.0,,$175,$0,, North America
568,Delta Airlines,Delta Airlines,McDonnell Douglas MD-80,116.0,,50.0,166.0,,$45,"$5,220",26.4, North America
569,Delta Airlines,Delta Airlines,McDonnell Douglas MD-90,65.0,,12.0,77.0,,$45,"$2,925",19.8, North America
570,easyJet,easyJet,Airbus A319,133.0,,39.0,172.0,,$90,"$11,917",9.6, Europe
571,easyJet,easyJet - Switzerland,Airbus A319,11.0,,22.0,33.0,,$90,$986,5.5, Europe
572,easyJet,easyJet,Airbus A320,101.0,3.0,24.0,128.0,165.0,$98,"$9,898",3.6, Europe
573,easyJet,easyJet - Switzerland,Airbus A320,15.0,,,15.0,,$98,"$1,470",5.0, Europe
574,easyJet,easyJet,Airbus A321,,,8.0,8.0,,$115,$0,, Europe
575,easyJet,easyJet,Boeing 737,,,84.0,84.0,,$74,$0,, Europe
576,easyJet,easyJet - Switzerland,Boeing 737,,,8.0,8.0,,$74,$0,, Europe
577,easyJet,easyJet,Boeing 757,,,4.0,4.0,,$73,$0,, Europe
578,EgyptAir,EgyptAir Cargo,Airbus A300,3.0,,1.0,4.0,,$75,$225,28.6, Africa
579,EgyptAir,EgyptAir,Airbus A300,,,21.0,21.0,,$75,$0,, Africa
580,EgyptAir,EgyptAir,Airbus A320,6.0,,7.0,13.0,,$98,$588,17.1, Africa
581,EgyptAir,Air Cairo,Airbus A320,6.0,,1.0,7.0,,$98,$588,9.1, Africa
582,EgyptAir,EgyptAir Cargo,Airbus A320,,,,,2.0,$98,$0,, Africa
583,EgyptAir,EgyptAir,Airbus A321,4.0,,,4.0,,$115,$460,19.4, Africa
584,EgyptAir,Air Cairo,Airbus A321,,,2.0,2.0,,$115,$0,, Africa
585,EgyptAir,EgyptAir,Airbus A330,11.0,,,11.0,,$240,"$2,640",9.5, Africa
586,EgyptAir,EgyptAir Cargo,Airbus A330,,,,,2.0,$240,$0,, Africa
587,EgyptAir,EgyptAir,Airbus A340,,,4.0,4.0,,$216,$0,, Africa
588,EgyptAir,EgyptAir,ATR 42/72,,,2.0,2.0,,$22,$0,, Africa
589,EgyptAir,EgyptAir,Boeing 737,22.0,,15.0,37.0,7.0,$74,"$1,628",7.7, Africa
590,EgyptAir,EgyptAir,Boeing 747,,,10.0,10.0,,$316,$0,, Africa
591,EgyptAir,EgyptAir,Boeing 767,,,7.0,7.0,,$187,$0,, Africa
592,EgyptAir,EgyptAir,Boeing 777,9.0,,2.0,11.0,,$295,"$2,651",9.7, Africa
593,EgyptAir,EgyptAir Express,Embraer ERJ-170,12.0,,,12.0,,$39,$464,8.7, Africa
594,EgyptAir,EgyptAir,McDonnell Douglas DC-8,,,7.0,7.0,,$6,$0,, Africa
595,EgyptAir,EgyptAir,McDonnell Douglas DC-9,,,2.0,2.0,,$45,$0,, Africa
596,El Al,El Al,Boeing 737,23.0,,6.0,29.0,,$74,"$1,702",9.1, Middle East
597,El Al,Sun d'Or,Boeing 737,2.0,,,2.0,,$74,$148,17.4, Middle East
598,El Al,Up,Boeing 737,4.0,,,4.0,,$74,$296,12.9, Middle East
599,El Al,El Al,Boeing 747,7.0,,19.0,26.0,,$316,"$2,211",21.4, Middle East
600,El Al,El Al,Boeing 757,,,10.0,10.0,,$73,$0,, Middle East
601,El Al,Sun d'Or,Boeing 757,,,6.0,6.0,,$73,$0,, Middle East
602,El Al,El Al,Boeing 767,7.0,,6.0,13.0,,$187,"$1,308",21.1, Middle East
603,El Al,El Al,Boeing 777,6.0,,,6.0,,$295,"$1,767",13.5, Middle East
604,El Al,El Al,Boeing 787,,,,16.0,,$265,$0,, Middle East
605,El Al,El Al,McDonnell Douglas DC-8,,,1.0,1.0,,$6,$0,, Middle East
606,El Al,El Al,McDonnell Douglas MD-11,,,1.0,1.0,,$175,$0,, Middle East
607,Emirates,Emirates,Airbus A300,,,7.0,7.0,,$75,$0,, Middle East
608,Emirates,Emirates,Airbus A310,,,13.0,13.0,,$75,$0,, Middle East
609,Emirates,Emirates,Airbus A319,1.0,,,1.0,,$90,$90,5.3, Middle East
610,Emirates,Emirates,Airbus A330,,,29.0,29.0,,$115,$0,, Middle East
611,Emirates,Emirates,Airbus A340,,,18.0,18.0,,$216,$0,, Middle East
612,Emirates,Emirates,Airbus A380,87.0,15.0,,102.0,54.0,$433,"$37,636",3.7, Middle East
613,Emirates,Emirates,Boeing 737,,,1.0,1.0,,$74,$0,, Middle East
614,Emirates,Emirates,Boeing 747,2.0,,4.0,6.0,,$316,$632,9.2, Middle East
615,Emirates,Emirates,Boeing 777,159.0,5.0,10.0,174.0,177.0,$295,"$46,833",6.4, Middle East
616,Ethiopian Airlines,Ethiopian Airlines,Airbus A350 XWB,2.0,2.0,,4.0,12.0,$312,$624,0.4, Africa
617,Ethiopian Airlines,Ethiopian Airlines,ATR 42/72,,,3.0,3.0,,$22,$0,, Africa
618,Ethiopian Airlines,Ethiopian Airlines,Boeing 737,21.0,,9.0,30.0,30.0,$74,"$1,554",6.5, Africa
619,Ethiopian Airlines,Ethiopian Airlines,Boeing 757,3.0,,9.0,12.0,,$73,$218,23.2, Africa
620,Ethiopian Airlines,Ethiopian Airlines,Boeing 767,6.0,,12.0,18.0,,$187,"$1,121",14.4, Africa
621,Ethiopian Airlines,Ethiopian Airlines,Boeing 777,16.0,,,16.0,,$295,"$4,713",3.6, Africa
622,Ethiopian Airlines,Ethiopian Airlines,Boeing 787 Dreamliner,16.0,3.0,,19.0,7.0,$265,"$4,242",2.5, Africa
623,Ethiopian Airlines,Ethiopian Airlines,De Havilland Canada DHC-8 Dash 8,18.0,,,18.0,2.0,$31,$563,4.7, Africa
624,Ethiopian Airlines,Ethiopian Airlines,Fokker F50 / F60,,,5.0,5.0,,$18,$0,, Africa
625,Ethiopian Airlines,Ethiopian Airlines,McDonnell Douglas MD-11,,,3.0,3.0,,$175,$0,, Africa
626,Etihad Airways,Etihad Airways,Airbus A300,,,3.0,3.0,,$75,$0,, Middle East
627,Etihad Airways,Etihad Airways,Airbus A310,,,1.0,1.0,,$75,$0,, Middle East
628,Etihad Airways,Etihad Airways,Airbus A319,2.0,,2.0,4.0,,$90,$179,13.7, Middle East
629,Etihad Airways,Etihad Airways,Airbus A320,23.0,,4.0,27.0,10.0,$98,"$2,254",6.6, Middle East
630,Etihad Airways,Etihad Airways,Airbus A321,10.0,,,10.0,15.0,$115,"$1,149",1.8, Middle East
631,Etihad Airways,Etihad Airways,Airbus A330,30.0,1.0,11.0,42.0,6.0,$240,"$7,200",8.1, Middle East
632,Etihad Airways,Etihad Airways,Airbus A340,10.0,,3.0,13.0,,$216,"$2,156",9.0, Middle East
633,Etihad Airways,Etihad Airways,Airbus A350 XWB,,1.0,,1.0,65.0,$312,$0,, Middle East
634,Etihad Airways,Etihad Airways,Airbus A380,8.0,1.0,,9.0,2.0,$433,"$3,461",1.7, Middle East
635,Etihad Airways,Etihad Airways,Boeing 747,1.0,,1.0,2.0,,$316,$316,17.7, Middle East
636,Etihad Airways,Etihad Airways,Boeing 767,,,2.0,2.0,,$187,$0,, Middle East
637,Etihad Airways,Etihad Airways,Boeing 777,30.0,,5.0,35.0,30.0,$295,"$8,837",6.2, Middle East
638,Etihad Airways,Etihad Airways,Boeing 787 Dreamliner,10.0,2.0,,12.0,62.0,$265,"$2,651",1.1, Middle East
639,EVA Air,EVA Air,Airbus A320,,,1.0,1.0,,$98,$0,, Asia
640,EVA Air,EVA Air,Airbus A321,22.0,,2.0,24.0,,$115,"$2,528",2.0, Asia
641,EVA Air,Uni Air,Airbus A321,2.0,,,2.0,,$115,$230,2.7, Asia
642,EVA Air,EVA Air,Airbus A330,10.0,2.0,6.0,18.0,4.0,$240,"$2,400",7.5, Asia
643,EVA Air,EVA Air,ATR 42/72,2.0,,,2.0,,$22,$44,0.3, Asia
644,EVA Air,Uni Air,ATR 42/72,13.0,,,13.0,,$22,$287,3.0, Asia
645,EVA Air,EVA Air,Boeing 747,9.0,,10.0,19.0,,$316,"$2,842",19.0, Asia
646,EVA Air,EVA Air,Boeing 757,,,2.0,2.0,,$73,$0,, Asia
647,EVA Air,Uni Air,Boeing 757,,,1.0,1.0,,$73,$0,, Asia
648,EVA Air,EVA Air,Boeing 767,,,9.0,9.0,,$187,$0,, Asia
649,EVA Air,EVA Air,Boeing 777,29.0,,,29.0,12.0,$295,"$8,542",5.3, Asia
650,EVA Air,EVA Air,Boeing 787,,,,,24.0,$265,$0,, Asia
651,EVA Air,Uni Air,British Aerospace BAe 146/Avro RJ,,,4.0,4.0,,$14,$0,, Asia
652,EVA Air,Uni Air,De Havilland Canada DHC-8 Dash 8,,,14.0,14.0,,$7,$0,, Asia
653,EVA Air,EVA Air,McDonnell Douglas MD-11,,,12.0,12.0,,$175,$0,, Asia
654,EVA Air,EVA Air,McDonnell Douglas MD-90,,,7.0,7.0,,$45,$0,, Asia
655,EVA Air,Uni Air,McDonnell Douglas MD-90,,,14.0,14.0,,$45,$0,, Asia
656,FedEx Express,FedEx Express,Airbus A300,68.0,,3.0,71.0,,$75,"$5,100",21.4, North America
657,FedEx Express,FedEx Express,Airbus A310,8.0,,62.0,70.0,,$75,$600,28.6, North America
658,FedEx Express,FedEx Feeder Fleet,ATR 42-300F/-320F,26.0,,,,,$20,$507,, North America
659,FedEx Express,FedEx Express,ATR 42/72,45.0,,7.0,52.0,,$22,$995,25.2, North America
660,FedEx Express,FedEx Feeder Fleet,ATR 72-200F,21.0,,,,,$25,$519,, North America
661,FedEx Express,FedEx Express,Boeing 727,,,72.0,72.0,,$4,$0,, North America
662,FedEx Express,FedEx Express,Boeing 737,,,5.0,5.0,,$74,$0,, North America
663,FedEx Express,FedEx Express,Boeing 747,,,22.0,22.0,,$316,$0,, North America
664,FedEx Express,FedEx Express,Boeing 757,119.0,,4.0,123.0,,$73,"$8,628",25.0, North America
665,FedEx Express,FedEx Express,Boeing 767,42.0,19.0,,61.0,65.0,$187,"$7,850",2.6, North America
666,FedEx Express,FedEx Express,Boeing 777,27.0,16.0,,43.0,16.0,$295,"$7,953",5.3, North America
667,FedEx Express,FedEx Feeder Fleet,Cessna 208B Grand Caravan,241.0,,,,,$3,$610,, North America
668,FedEx Express,FedEx Express,McDonnell Douglas DC-10,40.0,,52.0,92.0,,$145,"$5,800",39.0, North America
669,FedEx Express,FedEx Express,McDonnell Douglas DC-8,,,6.0,6.0,,$6,$0,, North America
670,FedEx Express,FedEx Express,McDonnell Douglas MD-11,59.0,,12.0,71.0,,$175,"$10,325",23.5, North America
671,Finnair,Finnair,Airbus A300,,,2.0,2.0,,$75,$0,, Europe
672,Finnair,Finnair,Airbus A319,9.0,,2.0,11.0,,$90,$806,15.5, Europe
673,Finnair,Finnair,Airbus A320,10.0,,2.0,12.0,,$98,$980,14.4, Europe
674,Finnair,Finnair,Airbus A321,11.0,1.0,,12.0,8.0,$115,"$1,264",10.0, Europe
675,Finnair,Finnair,Airbus A330,8.0,,,8.0,,$240,"$1,920",7.2, Europe
676,Finnair,Finnair,Airbus A340,2.0,,5.0,7.0,,$216,$431,9.0, Europe
677,Finnair,Finnair,Airbus A350 XWB,7.0,2.0,,9.0,12.0,$312,"$2,184",0.9, Europe
678,Finnair,Finnair,ATR 42/72,,,15.0,15.0,,$22,$0,, Europe
679,Finnair,Finnair,Boeing 737,,,2.0,2.0,,$74,$0,, Europe
680,Finnair,Finnair,Boeing 757,,,7.0,7.0,,$73,$0,, Europe
681,Finnair,Nordic Regional Airlines,Embraer E-190,12.0,,,12.0,,$46,$554,7.6, Europe
682,Finnair,Finnair,Embraer ERJ-170,,,10.0,10.0,,$39,$0,, Europe
683,Finnair,Finnair,Embraer ERJ-190,12.0,,,12.0,,$46,$554,8.5, Europe
684,Finnair,Finnair,McDonnell Douglas DC-10,,,5.0,5.0,,$145,$0,, Europe
685,Finnair,Finnair,McDonnell Douglas DC-8,,,4.0,4.0,,$6,$0,, Europe
686,Finnair,Finnair,McDonnell Douglas DC-9,,,27.0,27.0,,$45,$0,, Europe
687,Finnair,Finnair,McDonnell Douglas MD-11,,,7.0,7.0,,$175,$0,, Europe
688,Finnair,Finnair,McDonnell Douglas MD-80,,,26.0,26.0,,$45,$0,, Europe
689,Finnair,Finnair,Saab 340,,,3.0,3.0,,$8,$0,, Europe
690,Flybe,Flybe,ATR 42/72,9.0,,,9.0,2.0,$22,$199,6.6, Europe
691,Flybe,Flybe,Boeing 737,,,4.0,4.0,,$74,$0,, Europe
692,Flybe,Flybe,British Aerospace BAe 146/Avro RJ,,,24.0,24.0,,$14,$0,, Europe
693,Flybe,Flybe,Canadair CRJ-100 Series,,,4.0,4.0,,$32,$0,, Europe
694,Flybe,Flybe,De Havilland Canada DHC-6 Twin Otter,1.0,,,1.0,,$7,$7,36.9, Europe
695,Flybe,Flybe,De Havilland Canada DHC-8 Dash 8,55.0,4.0,32.0,91.0,4.0,$31,"$1,722",9.6, Europe
696,Flybe,Flybe,Dornier Do-328,2.0,,1.0,3.0,,$8,$16,20.0, Europe
697,Flybe,Flybe,Embraer ERJ-145,,,28.0,28.0,,$20,$0,, Europe
698,Flybe,Flybe,Embraer ERJ-170,11.0,,,11.0,4.0,$39,$426,4.7, Europe
699,Flybe,Flybe,Embraer ERJ-190,9.0,,5.0,14.0,,$46,$416,8.8, Europe
700,Flybe,Flybe,Saab 2000,3.0,,,3.0,,$12,$36,22.4, Europe
701,Flybe,Flybe,Saab 340,12.0,,2.0,14.0,,$8,$96,26.2, Europe
702,FlyDubai,FlyDubai,Boeing 737,56.0,1.0,3.0,60.0,78.0,$74,"$4,143",3.8, Middle East
703,Frontier Airlines,Frontier Airlines,Airbus A318,,,11.0,11.0,,$66,$0,, North America
704,Frontier Airlines,Frontier Airlines,Airbus A319,23.0,,30.0,53.0,18.0,$90,"$2,061",11.9, North America
705,Frontier Airlines,Frontier Airlines,Airbus A320,28.0,7.0,1.0,36.0,59.0,$98,"$2,744",5.7, North America
706,Frontier Airlines,Frontier Airlines,Airbus A321,13.0,2.0,,15.0,6.0,$115,"$1,494",0.7, North America
707,Frontier Airlines,Frontier Airlines,Boeing 737,,,42.0,42.0,,$74,$0,, North America
708,Frontier Airlines,Frontier Airlines,De Havilland Canada DHC-8 Dash 8,,,11.0,11.0,,$7,$0,, North America
709,Garuda Indonesia,Garuda Indonesia,Airbus A300,,,22.0,22.0,,$75,$0,, Asia
710,Garuda Indonesia,Citilink,Airbus A320,41.0,5.0,,46.0,44.0,$98,"$4,018",4.6, Asia
711,Garuda Indonesia,Garuda Indonesia,Airbus A330,24.0,,30.0,54.0,14.0,$240,"$5,760",7.1, Asia
712,Garuda Indonesia,Garuda Indonesia,Airbus A340,,,3.0,3.0,,$216,$0,, Asia
713,Garuda Indonesia,Garuda Indonesia,ATR 42/72,15.0,,,15.0,15.0,$22,$332,1.9, Asia
714,Garuda Indonesia,Garuda Indonesia,Boeing 737,74.0,,75.0,149.0,50.0,$74,"$5,475",5.3, Asia
715,Garuda Indonesia,Citilink,Boeing 737,4.0,,14.0,18.0,,$74,$296,19.1, Asia
716,Garuda Indonesia,Garuda Indonesia,Boeing 747,2.0,,61.0,63.0,,$316,$632,22.8, Asia
717,Garuda Indonesia,Garuda Indonesia,Boeing 767,,,19.0,19.0,,$187,$0,, Asia
718,Garuda Indonesia,Garuda Indonesia,Boeing 777,10.0,,4.0,14.0,,$295,"$2,946",2.3, Asia
719,Garuda Indonesia,Garuda Indonesia,Canadair CRJ-1000,18.0,,,18.0,,$49,$882,3.2, Asia
720,Garuda Indonesia,Garuda Indonesia,Lockheed L-1011 TriStar,,,1.0,1.0,,$190,$0,, Asia
721,Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-10,,,25.0,25.0,,$145,$0,, Asia
722,Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-8,,,11.0,11.0,,$6,$0,, Asia
723,Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-9,,,25.0,25.0,,$45,$0,, Asia
724,Garuda Indonesia,Garuda Indonesia,McDonnell Douglas MD-11,,,18.0,18.0,,$175,$0,, Asia
725,Gol Linhas Aéreas,Gol Linhas Aéreas,Boeing 737,124.0,,67.0,191.0,134.0,$74,"$9,174",8.1, South America
726,Grupo Aeromexico,Aeromexico Express,ATR 42/72,2.0,,,2.0,,$22,$44,3.5, North America
727,Grupo Aeromexico,Aeromexico,Boeing 737,53.0,,21.0,74.0,82.0,$74,"$3,921",8.2, North America
728,Grupo Aeromexico,Aeromexico,Boeing 757,,,11.0,11.0,,$73,$0,, North America
729,Grupo Aeromexico,Aeromexico,Boeing 767,,,16.0,16.0,,$187,$0,, North America
730,Grupo Aeromexico,Aeromexico,Boeing 777,4.0,,,4.0,,$295,"$1,178",12.9, North America
731,Grupo Aeromexico,Aeromexico,Boeing 787 Dreamliner,12.0,2.0,,14.0,3.0,$265,"$3,181",1.9, North America
732,Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-145,19.0,,21.0,40.0,,$20,$372,15.0, North America
733,Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-170,14.0,,2.0,16.0,2.0,$39,$542,11.5, North America
734,Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-190,36.0,,,36.0,1.0,$46,"$1,663",6.3, North America
735,Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-10,,,6.0,6.0,,$145,$0,, North America
736,Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-8,,,13.0,13.0,,$6,$0,, North America
737,Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-9,,,34.0,34.0,,$45,$0,, North America
738,Grupo Aeromexico,Aeromexico,McDonnell Douglas MD-80,,,53.0,53.0,,$45,$0,, North America
739,Gulf Air,Gulf Air,Airbus A319,,,2.0,2.0,,$90,$0,, Middle East
740,Gulf Air,Gulf Air,Airbus A320,16.0,,18.0,34.0,12.0,$98,"$1,568",6.2, Middle East
741,Gulf Air,Gulf Air,Airbus A321,6.0,,2.0,8.0,17.0,$115,$689,4.4, Middle East
742,Gulf Air,Gulf Air,Airbus A330,6.0,,6.0,12.0,,$240,"$1,440",17.2, Middle East
743,Gulf Air,Gulf Air,Airbus A340,,,10.0,10.0,,$216,$0,, Middle East
744,Gulf Air,Gulf Air,Boeing 737,,,14.0,14.0,,$74,$0,, Middle East
745,Gulf Air,Gulf Air,Boeing 747,,,2.0,2.0,,$316,$0,, Middle East
746,Gulf Air,Gulf Air,Boeing 757,,,1.0,1.0,,$73,$0,, Middle East
747,Gulf Air,Gulf Air,Boeing 767,,,22.0,22.0,,$187,$0,, Middle East
748,Gulf Air,Gulf Air,Boeing 777,,,4.0,4.0,,$295,$0,, Middle East
749,Gulf Air,Gulf Air,Boeing 787,,,,,16.0,$265,$0,, Middle East
750,Gulf Air,Gulf Air,Bombardier CS100,,,,,10.0,$72,$0,, Middle East
751,Gulf Air,Gulf Air,Embraer ERJ-170,,,2.0,2.0,,$39,$0,, Middle East
752,Gulf Air,Gulf Air,Embraer ERJ-190,,,2.0,2.0,,$46,$0,, Middle East
753,Hainan Airlines,Lucky Air (86.68%),Airbus A319,3.0,,,3.0,,$90,$269,11.0, Asia
754,Hainan Airlines,Capital Airlines (70%),Airbus A319,19.0,,10.0,29.0,,$90,"$1,702",8.6, Asia
755,Hainan Airlines,Hainan Airlines,Airbus A319,,,6.0,6.0,,$90,$0,, Asia
756,Hainan Airlines,Lucky Air (86.68%),Airbus A320,7.0,1.0,,8.0,,$98,$686,4.0, Asia
757,Hainan Airlines,Capital Airlines (70%),Airbus A320,34.0,,,34.0,,$98,"$3,332",3.8, Asia
758,Hainan Airlines,Capital Airlines (70%),Airbus A321,11.0,,,11.0,,$115,"$1,264",0.8, Asia
759,Hainan Airlines,Hainan Airlines,Airbus A330,22.0,,6.0,28.0,1.0,$240,"$5,280",4.2, Asia
760,Hainan Airlines,Capital Airlines (70%),Airbus A330,4.0,4.0,,8.0,3.0,$240,$960,7.5, Asia
761,Hainan Airlines,Hainan Airlines,Airbus A340,,,3.0,3.0,,$216,$0,, Asia
762,Hainan Airlines,Hainan Airlines,Boeing 737,126.0,2.0,45.0,173.0,4.0,$74,"$9,321",5.5, Asia
763,Hainan Airlines,China Xinhua Airlines (100%),Boeing 737,5.0,,12.0,17.0,,$74,$370,12.1, Asia
764,Hainan Airlines,Lucky Air (86.68%),Boeing 737,26.0,2.0,6.0,34.0,,$74,"$1,923",5.3, Asia
765,Hainan Airlines,Urumqi Airlines (70%),Boeing 737,9.0,,,9.0,,$74,$666,5.6, Asia
766,Hainan Airlines,Chang An Airlines (67.01%),Boeing 737-800,3.0,,,,,$96,$288,, Asia
767,Hainan Airlines,Hainan Airlines,Boeing 767,3.0,,2.0,5.0,,$187,$561,14.1, Asia
768,Hainan Airlines,Hainan Airlines,Boeing 787 Dreamliner,18.0,3.0,,21.0,8.0,$265,"$4,772",1.8, Asia
769,Hainan Airlines,Hainan Airlines,COMAC C919,,,,,20.0,$68,$0,, Asia
770,Hainan Airlines,Hainan Airlines,Dornier Do-328,,,27.0,27.0,,$8,$0,, Asia
771,Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G-V Gulfstream,1.0,,,1.0,,,$0,, Asia
772,Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G500/G550,2.0,,,2.0,,,$0,, Asia
773,Hainan Airlines,Capital Airlines (70%),Hawker Beechcraft Hawker 4000,1.0,,,1.0,,,$0,, Asia
774,Hawaiian Airlines,Hawaiian Airlines,Airbus A321,,,,,18.0,$115,$0,, North America
775,Hawaiian Airlines,Hawaiian Airlines,Airbus A330,23.0,,,23.0,7.0,$240,"$5,520",3.7, North America
776,Hawaiian Airlines,Hawaiian Airlines,ATR 42/72,3.0,,,,,$22,$66,, North America
777,Hawaiian Airlines,Hawaiian Airlines,Boeing 717,18.0,2.0,1.0,21.0,2.0,$37,$666,15.3, North America
778,Hawaiian Airlines,Hawaiian Airlines,Boeing 767,8.0,,10.0,18.0,,$187,"$1,495",17.8, North America
779,Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-10,,,25.0,25.0,,$145,$0,, North America
780,Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-8,,,11.0,11.0,,$6,$0,, North America
781,Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-9,,,38.0,38.0,,$45,$0,, North America
782,Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas MD-80,,,6.0,6.0,,$45,$0,, North America
783,IAG,British Airways,Aérospatiale/BAC Concorde,,,7.0,7.0,,$29,$0,, Europe
784,IAG,Iberia,Airbus A300,,,9.0,9.0,,$75,$0,, Europe
785,IAG,British Airways,Airbus A318,2.0,,,2.0,,$66,$133,7.3, Europe
786,IAG,British Airways,Airbus A319,44.0,,,44.0,,$90,"$3,942",15.0, Europe
787,IAG,Iberia,Airbus A319,16.0,,11.0,27.0,,$90,"$1,434",11.4, Europe
788,IAG,Vueling,Airbus A319,5.0,,5.0,10.0,3.0,$90,$448,9.6, Europe
789,IAG,Aer Lingus,Airbus A319,,,4.0,4.0,,$90,$0,, Europe
790,IAG,British Airways,Airbus A320,67.0,,11.0,78.0,25.0,$98,"$6,566",10.5, Europe
791,IAG,Iberia,Airbus A320,14.0,1.0,60.0,75.0,24.0,$98,"$1,372",10.0, Europe
792,IAG,Iberia Express,Airbus A320,18.0,,12.0,30.0,,$98,"$1,764",13.0, Europe
793,IAG,Aer Lingus,Airbus A320,34.0,,6.0,40.0,,$98,"$3,332",10.9, Europe
794,IAG,Vueling,Airbus A320,93.0,1.0,40.0,134.0,32.0,$98,"$9,114",7.2, Europe
795,IAG,British Airways,Airbus A321,18.0,,,18.0,10.0,$115,"$2,068",11.2, Europe
796,IAG,Iberia,Airbus A321,14.0,,5.0,19.0,3.0,$115,"$1,609",13.3, Europe
797,IAG,Iberia Express,Airbus A321,3.0,,,3.0,1.0,$115,$345,11.7, Europe
798,IAG,Aer Lingus,Airbus A321,3.0,,3.0,6.0,,$115,$345,17.6, Europe
799,IAG,Vueling,Airbus A321,10.0,1.0,,11.0,,$115,"$1,149",1.0, Europe
800,IAG,Iberia,Airbus A330,17.0,3.0,,20.0,3.0,$240,"$4,080",1.9, Europe
801,IAG,Aer Lingus,Airbus A330,10.0,,5.0,15.0,2.0,$240,"$2,400",9.2, Europe
802,IAG,Iberia,Airbus A340,17.0,,22.0,39.0,,$216,"$3,664",10.7, Europe
803,IAG,British Airways,Airbus A350,,,,,18.0,$312,$0,, Europe
804,IAG,Iberia,Airbus A350,,,,,16.0,$312,$0,, Europe
805,IAG,Aer Lingus,Airbus A350 XWB,,1.0,,1.0,9.0,$312,$0,, Europe
806,IAG,British Airways,Airbus A380,12.0,,,12.0,,$433,"$5,191",2.7, Europe
807,IAG,Air Nostrum/Iberia Regional,ATR 42/72,5.0,,14.0,19.0,,$22,$111,4.5, Europe
